Year,Value
2000,55.20228
2001,40.87682
2002,41.49603
2003,44.64159
2004,54.47219
2005,58.70756
2006,63.96824
2007,66.36609
2008,73.20818
2009,74.00163
2010,61.98063
2011,71.59416
2012,72.34492
2013,71.14477
2014,68.97827
2015,73.13647
2016,73.78925
2017,73.98635
2018,74.61944
2019,67.53621
2020,56.75142
