Year,Value
1990,-5.91
1991,1.0
1992,3.0
1993,54.565
1994,88.152
1995,124.509
1996,121.507
1997,141.50077
1998,132.63327
1999,140.24705
2000,180.81211
2001,151.496
2002,184.648
2003,202.193
2004,295.416
2005,379.808
2006,644.262
2007,792.306
2008,728.861
2009,841.5708
2010,543.87273
2011,894.29386
2012,1205.38849
2013,1096.0
2014,1058.56454
2015,737.65214
2016,625.70436
2017,802.70414
2018,1055.35335
2019,1258.88559
2020,822.58974
