Year,Value
2002,2.94344
2003,2.02039
2004,9.07555
2005,3.56247
2006,4.07124
2007,36.76161
2008,26.27546
2009,34.66892
2010,108.41057
2011,47.12414
2012,31.52629
2013,137.55379
2014,95.91275
2015,107.48127
2016,71.58197
2017,55.85457
2018,40.3652
2019,129.3008
2020,31.27336
