Year,NATURE,SOURCE_DETAIL,SDG Series,Composite breakdown,Unit of measure,Nature of data points,Source details,Value
2001,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.05258
2002,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.08109
2003,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.10959
2004,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.1381
2005,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14254
2006,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14252
2007,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14245
2008,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.1424
2009,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14232
2010,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14177
2011,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14175
2012,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14176
2013,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14175
2014,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14179
2015,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.1418
2016,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14182
2017,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14187
2018,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14191
2019,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14194
2020,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.14197
2021,E,Global Surface Water Explorer extraction for UN Environment Programme,Reservoir maximum water area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,0.142
2021,C,Ramsar National Report COP14,Extent of inland wetlands (square kilometres) [6.6.1],,Square kilometers,Country Data,Ramsar National Report COP14,21526.03
2017,E,Global Surface Water Explorer extraction for UN Environment Programme,Wetlands area (square kilometres) [6.6.1],,Square kilometers,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,7868.6
2017,E,Global Surface Water Explorer extraction for UN Environment Programme,Wetlands area (% of total land area) [6.6.1],,Percent,Estimated,Global Surface Water Explorer extraction for UN Environment Programme,3.26
