Year,Value
2000,136.831
2001,164.284
2002,160.324
2003,135.46
2004,118.999
2005,123.411
2006,76.015
2007,72.273
2008,24.751
2009,24.008
2010,19.797
2011,16.898
2012,16.167
2013,22.872
2014,19.44
2015,16.507
2016,15.708
2017,15.566
2018,16.459
2019,16.489
2020,16.154
2021,16.63436
