Year,Value
2000,1.58939
2001,5.47072
2002,3.74624
2003,2.83567
2004,2.48681
2005,6.57705
2006,3.72643
2007,4.711
2008,6.99742
2009,3.56147
2010,16.16439
2011,1.22804
2012,0.38739
2013,-3.59194
2014,4.77771
2015,2.7307
2016,-2.88529
2017,3.12231
2018,1.84031
2019,3.96058
2020,-4.03089
