Year,Value
1999,3.8776
2000,3.84451
2001,5.96823
2002,7.15102
2003,4.52233
2004,3.91124
2005,3.48307
2006,4.11921
2007,3.7939
2008,5.01039
2009,3.1085
2010,2.88973
2011,2.92853
2012,3.34457
2013,3.25312
2014,2.7217
2015,2.78554
2016,3.92429
2017,3.7917
2018,4.0637
2019,4.02938
2020,2.82418
