Value,Disaggregation combinations using this value,Number of indicators
Custom code 01,2,2
Custom code 02,2,2
Custom code 03,2,2
Custom code 04,2,2
Custom code 05,2,2
Custom code 06,2,2
Custom code 07,2,2
Custom code 08,2,2
