Indicator,Disaggregation combinations using this value
#1-1-1,1
#1-4-1,2
#11-6-2,1
#4-1-2,174
#4-5-1,84
#5-4-1,36
#6-1-1,1
#6-2-1,2
#7-1-1,2
#8-10-2,1
