Indicator,Disaggregation combinations using this value
#1-3-1,2
#10-a-1,2
#12-2-2,17
#12-4-2,5
#15-2-1,2
#15-6-1,1
#17-10-1,2
#17-13-1,2
#17-17-1,3
#6-1-1,2
#6-5-2,1
#8-4-2,17
#9-1-2,2
