Value,Disaggregation combinations using this value,Number of indicators
Armed forces occupations,5,1
Clerical support workers,6,1
Craft and related trades workers,6,1
Dentists,1,1
Elementary occupations,6,1
Managers,6,1
Medical doctors,1,1
Nursing and midwifery personnel,3,1
Pharmacists,1,1
"Plant and machine operators, and assemblers",6,1
Professionals,6,1
Service and sales workers,6,1
"Skilled agricultural, forestry and fishery workers",6,1
Technicians and associate professionals,6,1
